2月23日,Elsa発音レッスンday2,Elsa_daily_lesson,英語の耳2/23分,UdemyのGit講座修了
2月24日,Elsa発音レッスンday2,Elsa_daily_lesson,Udemy_pandas再入門_4,
2月25日,,,,
2月26日,,,,
2月27日,,,,
2月28日,,,,
3月1日,,,,
3月2日,,,,
